ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
29665,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13,19,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,Romania,EUR European Euro,Bash/Shell (all shells);Java;SQL,H2;Oracle;PostgreSQL;Snowflake,88171
29668,35-44 years old,Some college/university study without earning a degree,Employed,20,28,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,PostgreSQL;Redis,116015
29685,25-34 years old,Some college/university study without earning a degree,Employed,10,11,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Poland,PLN Polish zloty,NA,NA,42572
29694,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",6,10,"Developer, front-end",Less than 20 employees,Individual contributor,In-person,Fintech,Lesotho,LSL	Lesotho loti,C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,2822
2971,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,15,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Switzerland,CHF	Swiss franc,C#;JavaScript;TypeScript,Microsoft SQL Server;PostgreSQL,142592
29710,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,8,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Spain,EUR European Euro,C#;PowerShell,PostgreSQL,37125
2972,55-64 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",42,44,"Developer, game or graphics",NA,NA,NA,Software Development,United States of America,USD United States dollar,Delphi;HTML/CSS;SQL,NA,62000
29725,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,17,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;TypeScript,NA,115667
29726,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,23,"Developer, full-stack",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Paraguay,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL,Cosmos DB;Microsoft SQL Server;Redis,300000
29750,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",12,15,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",New Zealand,NZD	New Zealand dollar,JavaScript;SQL;TypeScript,Dynamodb;Elasticsearch;MongoDB;PostgreSQL;Supabase,96377
29757,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,14,"Developer, back-end",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,Netherlands,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Swift,Dynamodb;Elasticsearch;H2;MongoDB;PostgreSQL;Redis,92812
29760,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,22,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,C#;PowerShell;SQL,Microsoft SQL Server;MongoDB,52207
29765,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,1,3,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,"Transportation, or Supply Chain",United States of America,USD United States dollar,C#;C++;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,50000
29768,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2,11,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,GDScript;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,MongoDB;PostgreSQL,52207
29769,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,9,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Hungary,HUF	Hungarian forint,C;C#;Go;JavaScript;Python;Rust;SQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,23495
29779,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,40,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,C#;SQL;Visual Basic (.Net),Microsoft SQL Server,45246
29798,45-54 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",30,43,"Developer, full-stack",NA,NA,NA,Software Development,Italy,EUR European Euro,C#;Delphi;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;PostgreSQL;SQLite,92812
29799,25-34 years old,Some college/university study without earning a degree,Not employed,7,10,"Developer, back-end",NA,NA,NA,NA,China,CNY	Chinese Yuan Renminbi,Java,MySQL;Redis,25071
29800,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16,20,"Developer, back-end",I don’t know,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);HTML/CSS;Java;JavaScript,Elasticsearch;MongoDB;MySQL;PostgreSQL,96
29812,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,23,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Spain,EUR European Euro,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL;Redis;Valkey,96292
29813,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,10,Project manager,20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;JavaScript;TypeScript,NA,959
29824,25-34 years old,Some college/university study without earning a degree,Employed,8,12,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,Hungary,EUR European Euro,HTML/CSS;JavaScript;Python;Rust;TypeScript,PostgreSQL;SQLite,75216
29838,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,3,9,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,EUR European Euro,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Rust,Microsoft SQL Server;MySQL;PostgreSQL;Redis,11601
29841,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,39,46,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Germany,EUR European Euro,Bash/Shell (all shells);C;Perl;Python;VBA,NA,64337
29850,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,8,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Pakistan,PKR	Pakistani rupee,Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;Redis,8428
29868,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12,8,Data scientist,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,111374
29871,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21,27,"Developer, front-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;TypeScript,NA,117082
29878,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9,11,Cloud infrastructure engineer,500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,Netherlands,EUR European Euro,Bash/Shell (all shells);Python,PostgreSQL;Redis;Snowflake,69609
2988,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,27,33,AI/ML engineer,100 to 499 employees,NA,In-person,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C++;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;SQLite,200000
29900,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20,24,Data scientist,"1,000 to 4,999 employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,United States of America,USD United States dollar,Bash/Shell (all shells);Python;R,DuckDB;MySQL;PostgreSQL,275000
29901,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,10,"Developer, front-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",Bulgaria,BGN	Bulgarian lev,HTML/CSS;JavaScript,NA,47445
29932,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,5,"Developer, full-stack",20 to 99 employees,People manager,In-person,Computer Systems Design and Services,India,INR Indian rupee,Dart;HTML/CSS;JavaScript,MongoDB;MySQL;Redis,1674
29943,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,10,Academic researcher,20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,Germany,EUR European Euro,C;C++;Java;Python;Rust;TypeScript,NA,5370
29947,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,6,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Brazil,USD United States dollar,NA,NA,150000
2995,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,34,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Australia,AUD	Australian dollar,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MongoDB;SQLite,99464
29966,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,35,45,"Architect, software or solutions",20 to 99 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Italy,EUR European Euro,Bash/Shell (all shells);C;C++;Java;SQL,MariaDB,92812
29980,18-24 years old,Some college/university study without earning a degree,Student,NA,8,Student,NA,NA,NA,NA,India,INR Indian rupee,C;HTML/CSS;JavaScript;Kotlin;MATLAB;PowerShell;Python,MongoDB,NA
29990,35-44 years old,Other (please specify):,Employed,14,20,"Developer, full-stack",500 to 999 employees,Individual contributor,In-person,Banking/Financial Services,Germany,EUR European Euro,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,H2;Oracle;PostgreSQL;SQLite,97452
30020,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,10,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,C#;C++;PowerShell;Visual Basic (.Net),MySQL,45826
30031,18-24 years old,Some college/university study without earning a degree,Employed,6,12,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,NA,Microsoft SQL Server;MySQL,49011
30037,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,10,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,In-person,Software Development,China,CNY	Chinese Yuan Renminbi,NA,MySQL;SQLite,48750
30051,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,7,AI/ML engineer,Less than 20 employees,Individual contributor,Remote,Fintech,Viet Nam,VND	Vietnamese dong,Python;SQL,NA,3118
30069,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,8,DevOps engineer or professional,Less than 20 employees,People manager,In-person,Banking/Financial Services,France,EUR European Euro,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript,BigQuery;MySQL;PostgreSQL;SQLite,37125
30079,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,10,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Fintech,United States of America,USD United States dollar,HTML/CSS;JavaScript;Python;Ruby;TypeScript,BigQuery;PostgreSQL;SQLite,165000
3009,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,8,Data engineer,"1,000 to 4,999 employees",Individual contributor,In-person,Other:,United States of America,USD United States dollar,C;C++;HTML/CSS;MicroPython;PowerShell;Python;SQL,Microsoft Access;SQLite,70000
30103,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,9,Data scientist,Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Ukraine,UAH Ukrainian hryvnia,Assembly;Bash/Shell (all shells);C++;COBOL;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,23008
30104,25-34 years old,Primary/elementary school,Employed,5,10,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Media & Advertising Services,South Africa,ZAR	South African rand,C;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB,8119
30108,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,25,DevOps engineer or professional,20 to 99 employees,Individual contributor,Remote,Software Development,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);Groovy;Lua;Python;SQL,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,46806
30123,45-54 years old,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",27,35,"Developer, full-stack",NA,NA,NA,Fintech,Italy,EUR European Euro,HTML/CSS;JavaScript;PHP;TypeScript,Elasticsearch;MariaDB;MySQL;Redis,70125
30124,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,15,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,INR Indian rupee,C++,NA,75556
30149,65 years or older,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Retired,40,40,"Developer, mobile",NA,NA,NA,NA,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Oracle,72000
30159,45-54 years old,Some college/university study without earning a degree,Employed,10,12,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,NA,Government,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),IBM DB2;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,77000
30164,25-34 years old,Other (please specify):,Employed,3,5,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Brazil,BRL Brazilian real,NA,NA,15109
